dgns_cd,longdesc,shortdesc,version,fyear,,
Hemato-oncologist,Malignant neoplasm of cornea,Malign neopl cornea,32,2015,,
Hemato-oncologist,Malignant neoplasm of retina,Malign neopl retina,32,2015,,
Hemato-oncologist,Malignant neoplasm of choroid,Malign neopl choroid,32,2015,,
Hemato-oncologist,Malignant neoplasm of lacrimal duct,Mal neo lacrimal duct,32,2015,,
Hemato-oncologist,Malignant neoplasm of other specified sites of eye,Malign neopl eye NEC,32,2015,,
Hemato-oncologist,"Malignant neoplasm of eye, part unspecified",Malign neopl eye NOS,32,2015,,
Hemato-oncologist,"Malignant neoplasm of cerebrum, except lobes and ventricles",Malign neopl cerebrum,32,2015,,
Hemato-oncologist,Malignant neoplasm of frontal lobe,Malig neo frontal lobe,32,2015,,
Hemato-oncologist,Malignant neoplasm of temporal lobe,Mal neo temporal lobe,32,2015,,
Hemato-oncologist,Malignant neoplasm of parietal lobe,Mal neo parietal lobe,32,2015,,
Hemato-oncologist,Malignant neoplasm of occipital lobe,Mal neo occipital lobe,32,2015,,
Hemato-oncologist,Malignant neoplasm of ventricles,Mal neo cereb ventricle,32,2015,,
Hemato-oncologist,Malignant neoplasm of cerebellum nos,Mal neo cerebellum NOS,32,2015,,
Hemato-oncologist,Malignant neoplasm of brain stem,Mal neo brain stem,32,2015,,
Hemato-oncologist,Malignant neoplasm of other parts of brain,Malig neo brain NEC,32,2015,,
Hemato-oncologist,"Malignant neoplasm of brain, unspecified",Malig neo brain NOS,32,2015,,
Hemato-oncologist,Malignant neoplasm of cranial nerves,Mal neo cranial nerves,32,2015,,
Hemato-oncologist,Malignant neoplasm of cerebral meninges,Mal neo cerebral mening,32,2015,,
Hemato-oncologist,Malignant neoplasm of spinal cord,Mal neo spinal cord,32,2015,,
Hemato-oncologist,Malignant neoplasm of spinal meninges,Mal neo spinal meninges,32,2015,,
Hemato-oncologist,Malignant neoplasm of other specified sites of nervous system,Mal neo nervous syst NEC,32,2015,,
Hemato-oncologist,"Malignant neoplasm of nervous system, part unspecified",Mal neo nervous syst NOS,32,2015,,
Hemato-oncologist,Malignant neoplasm of thyroid gland,Malign neopl thyroid,32,2015,,
Hemato-oncologist,Malignant neoplasm of adrenal gland,Malign neopl adrenal,32,2015,,
Hemato-oncologist,Malignant neoplasm of parathyroid gland,Malig neo parathyroid,32,2015,,
Hemato-oncologist,Malignant neoplasm of pituitary gland and craniopharyngeal duct,Malig neo pituitary,32,2015,,
Hemato-oncologist,Malignant neoplasm of pineal gland,Malign neo pineal gland,32,2015,,
Hemato-oncologist,Malignant neoplasm of carotid body,Mal neo carotid body,32,2015,,
Hemato-oncologist,Malignant neoplasm of aortic body and other paraganglia,Mal neo paraganglia NEC,32,2015,,
Hemato-oncologist,Malignant neoplasm of other endocrine glands and related structures,Mal neo endocrine NEC,32,2015,,
Hemato-oncologist,"Malignant neoplasm of endocrine gland, site unspecified",Mal neo endocrine NOS,32,2015,,
Hemato-oncologist,"Malignant neoplasm of head, face, and neck",Mal neo head/face/neck,32,2015,,
Hemato-oncologist,Malignant neoplasm of thorax,Malign neopl thorax,32,2015,,
Hemato-oncologist,Malignant neoplasm of abdomen,Malig neo abdomen,32,2015,,
Hemato-oncologist,Malignant neoplasm of pelvis,Malign neopl pelvis,32,2015,,
Hemato-oncologist,Malignant neoplasm of upper limb,Malign neopl arm,32,2015,,
Hemato-oncologist,Malignant neoplasm of lower limb,Malign neopl leg,32,2015,,
Hemato-oncologist,Malignant neoplasm of other specified sites,Malig neo site NEC,32,2015,,
Hemato-oncologist,"Secondary and unspecified malignant neoplasm of lymph nodes of head, face, and neck",Mal neo lymph-head/neck,32,2015,,
Hemato-oncologist,Secondary and unspecified malignant neoplasm of intrathoracic lymph nodes,Mal neo lymph-intrathor,32,2015,,
Hemato-oncologist,Secondary and unspecified malignant neoplasm of intra-abdominal lymph nodes,Mal neo lymph intra-abd,32,2015,,
Hemato-oncologist,Secondary and unspecified malignant neoplasm of lymph nodes of axilla and upper limb,Mal neo lymph-axilla/arm,32,2015,,
Hemato-oncologist,Secondary and unspecified malignant neoplasm of lymph nodes of inguinal region and lower limb,Mal neo lymph-inguin/leg,32,2015,,
Hemato-oncologist,Secondary and unspecified malignant neoplasm of intrapelvic lymph nodes,Mal neo lymph-intrapelv,32,2015,,
Hemato-oncologist,Secondary and unspecified malignant neoplasm of lymph nodes of multiple sites,Mal neo lymph node-mult,32,2015,,
Hemato-oncologist,"Secondary and unspecified malignant neoplasm of lymph nodes, site unspecified",Mal neo lymph node NOS,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of lung,Secondary malig neo lung,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of mediastinum,Sec mal neo mediastinum,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of pleura,Second malig neo pleura,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of other respiratory organs,Sec malig neo resp NEC,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of small intestine including duodenum,Sec malig neo sm bowel,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of large intestine and rectum,Sec malig neo lg bowel,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of retroperitoneum and peritoneum,Sec mal neo peritoneum,32,2015,,
Hemato-oncologist,"Malignant neoplasm of liver, secondary",Second malig neo liver,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of other digestive organs and spleen,Sec mal neo GI NEC,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of kidney,Second malig neo kidney,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of other urinary organs,Sec malig neo urin NEC,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of skin,Secondary malig neo skin,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of brain and spinal cord,Sec mal neo brain/spine,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of other parts of nervous system,Sec malig neo nerve NEC,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of bone and bone marrow,Secondary malig neo bone,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of ovary,Second malig neo ovary,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of adrenal gland,Second malig neo adrenal,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of breast,Second malig neo breast,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of genital organs,Second malig neo genital,32,2015,,
Hemato-oncologist,Secondary malignant neoplasm of other specified sites,Secondary malig neo NEC,32,2015,,
Hemato-oncologist,Disseminated malignant neoplasm without specification of site,Malig neo disseminated,32,2015,,
Hemato-oncologist,Other malignant neoplasm without specification of site,Malignant neoplasm NOS,32,2015,,
Hemato-oncologist,Malignant neoplasm associated with transplant organ,Malig neopl-transp organ,32,2015,,
Hemato-oncologist,"Reticulosarcoma, unspecified site, extranodal and solid organ sites",Retclsrc unsp xtrndl org,32,2015,,
Hemato-oncologist,"Reticulosarcoma, lymph nodes of head, face, and neck",Reticulosarcoma head,32,2015,,
Hemato-oncologist,"Reticulosarcoma, intrathoracic lymph nodes",Reticulosarcoma thorax,32,2015,,
Hemato-oncologist,"Reticulosarcoma, intra-abdominal lymph nodes",Reticulosarcoma abdom,32,2015,,
Hemato-oncologist,"Reticulosarcoma, lymph nodes of axilla and upper limb",Reticulosarcoma axilla,32,2015,,
Hemato-oncologist,"Reticulosarcoma, lymph nodes of inguinal region and lower limb",Reticulosarcoma inguin,32,2015,,
Hemato-oncologist,"Reticulosarcoma, intrapelvic lymph nodes",Reticulosarcoma pelvic,32,2015,,
Hemato-oncologist,"Reticulosarcoma, spleen",Reticulosarcoma spleen,32,2015,,
Hemato-oncologist,"Reticulosarcoma, lymph nodes of multiple sites",Reticulosarcoma mult,32,2015,,
Hemato-oncologist,"Lymphosarcoma, unspecified site, extranodal and solid organ sites",Lymphsrc unsp xtrndl org,32,2015,,
Hemato-oncologist,"Lymphosarcoma, lymph nodes of head, face, and neck",Lymphosarcoma head,32,2015,,
Hemato-oncologist,"Lymphosarcoma, intrathoracic lymph nodes",Lymphosarcoma thorax,32,2015,,
Hemato-oncologist,"Lymphosarcoma, intra-abdominal lymph nodes",Lymphosarcoma abdom,32,2015,,
Hemato-oncologist,"Lymphosarcoma, lymph nodes of axilla and upper limb",Lymphosarcoma axilla,32,2015,,
Hemato-oncologist,"Lymphosarcoma, lymph nodes of inguinal region and lower limb",Lymphosarcoma inguin,32,2015,,
Hemato-oncologist,"Lymphosarcoma, intrapelvic lymph nodes",Lymphosarcoma pelvic,32,2015,,
Hemato-oncologist,"Lymphosarcoma, spleen",Lymphosarcoma spleen,32,2015,,
Hemato-oncologist,"Lymphosarcoma, lymph nodes of multiple sites",Lymphosarcoma mult,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, unspecified site, extranodal and solid organ sites",Brkt tmr unsp xtrndl org,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, lymph nodes of head, face, and neck",Burkitt's tumor head,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, intrathoracic lymph nodes",Burkitt's tumor thorax,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, intra-abdominal lymph nodes",Burkitt's tumor abdom,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, lymph nodes of axilla and upper limb",Burkitt's tumor axilla,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, lymph nodes of inguinal region and lower limb",Burkitt's tumor inguin,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, intrapelvic lymph nodes",Burkitt's tumor pelvic,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, spleen",Burkitt's tumor spleen,32,2015,,
Hemato-oncologist,"Burkitt's tumor or lymphoma, lymph nodes of multiple sites",Burkitt's tumor mult,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, unspecified site, extranodal and solid organ sites",Margnl zone lym xtrndl,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, lymph nodes of head, face, and neck",Margin zone lym head,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, intrathoracic lymph nodes",Margin zone lym thorax,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, intraabdominal lymph nodes",Margin zone lym abdom,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, lymph nodes of axilla and upper limb",Margin zone lym axilla,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, lymph nodes of inguinal region and lower limb",Margin zone lym inguin,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, intrapelvic lymph nodes",Margin zone lym pelvic,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, spleen",Margin zone lymph spleen,32,2015,,
Hemato-oncologist,"Marginal zone lymphoma, lymph nodes of multiple sites",Margin zone lymph multip,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, unspecified site, extranodal and solid organ sites",Mantle cell lym xtrrndl,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, lymph nodes of head, face, and neck",Mantle cell lymph head,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, intrathoracic lymph nodes",Mantle cell lymph thorax,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, intra-abdominal lymph nodes",Mantle cell lymph abdom,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, lymph nodes of axilla and upper limb",Mantle cell lymph axilla,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, lymph nodes of inguinal region and lower limb",Mantle cell lymph inguin,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, intrapelvic lymph nodes",Mantle cell lymph pelvic,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, spleen",Mantle cell lymph spleen,32,2015,,
Hemato-oncologist,"Mantle cell lymphoma, lymph nodes of multiple sites",Mantle cell lymph multip,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, unspecified site, extranodal and solid organ sites",Primary CNS lymph xtrndl,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, lymph nodes of head, face, and neck",Primary CNS lymph head,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, intrathoracic lymph nodes",Primary CNS lymph thorax,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, intra-abdominal lymph nodes",Primary CNS lymph abdom,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, lymph nodes of axilla and upper limb",Primary CNS lymph axilla,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, lymph nodes of inguinal region and lower limb",Primary CNS lym inguin,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, intrapelvic lymph nodes",Primary CNS lymph pelvic,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, spleen",Primary CNS lymph spleen,32,2015,,
Hemato-oncologist,"Primary central nervous system lymphoma, lymph nodes of multiple sites",Primary CNS lymph multip,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, unspecified site, extranodal and solid organ sites",Anaplastic lymph xtrndl,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, lymph nodes of head, face, and neck",Anaplastic lymph head,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, intrathoracic lymph nodes",Anaplastic lymph thorax,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, intra-abdominal lymph nodes",Anaplastic lymph abdom,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, lymph nodes of axilla and upper limb",Anaplastic lymph axilla,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, lymph nodes of inguinal region and lower limb",Anaplastic lymph inguin,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, intrapelvic lymph nodes",Anaplastic lymph pelvic,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, spleen",Anaplastic lymph spleen,32,2015,,
Hemato-oncologist,"Anaplastic large cell lymphoma, lymph nodes of multiple sites",Anaplastic lymph multip,32,2015,,
Hemato-oncologist,"Large cell lymphoma, unspecified site, extranodal and solid organ sites",Large cell lymph xtrndl,32,2015,,
Hemato-oncologist,"Large cell lymphoma, lymph nodes of head, face, and neck",Large cell lymphoma head,32,2015,,
Hemato-oncologist,"Large cell lymphoma, intrathoracic lymph nodes",Large cell lymph thorax,32,2015,,
Hemato-oncologist,"Large cell lymphoma, intra-abdominal lymph nodes",Large cell lymph abdom,32,2015,,
Hemato-oncologist,"Large cell lymphoma, lymph nodes of axilla and upper limb",Large cell lymph axilla,32,2015,,
Hemato-oncologist,"Large cell lymphoma, lymph nodes of inguinal region and lower limb",Large cell lymph inguin,32,2015,,
Hemato-oncologist,"Large cell lymphoma, intrapelvic lymph nodes",Large cell lymph pelvic,32,2015,,
Hemato-oncologist,"Large cell lymphoma, spleen",Large cell lymph spleen,32,2015,,
Hemato-oncologist,"Large cell lymphoma, lymph nodes of multiple sites",Large cell lymph multip,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, unspecified site, extranodal and solid organ sites",Oth varn unsp xtrndl org,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of head, face, and neck",Mixed lymphosarc head,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma,intrathoracic lymph nodes",Mixed lymphosarc thorax,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, intra-abdominal lymph nodes",Mixed lymphosarc abdom,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of axilla and upper limb",Mixed lymphosarc axilla,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of inguinal region and lower limb",Mixed lymphosarc inguin,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, intrapelvic lymph nodes",Mixed lymphosarc pelvic,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, spleen",Mixed lymphosarc spleen,32,2015,,
Hemato-oncologist,"Other named variants of lymphosarcoma and reticulosarcoma, lymph nodes of multiple sites",Mixed lymphosarc mult,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, unspecified site, extranodal and solid organ sites",Hdgk prg unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, lymph nodes of head, face, and neck",Hodgkins paragran head,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, intrathoracic lymph nodes",Hodgkins paragran thorax,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, intra-abdominal lymph nodes",Hodgkins paragran abdom,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, lymph nodes of axilla and upper limb",Hodgkins paragran axilla,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, lymph nodes of inguinal region and lower limb",Hodgkins paragran inguin,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, intrapelvic lymph nodes",Hodgkins paragran pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, spleen",Hodgkins paragran spleen,32,2015,,
Hemato-oncologist,"Hodgkin's paragranuloma, lymph nodes of multiple sites",Hodgkins paragran mult,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, unspecified site, extranodal and solid organ sites",Hdgk grn unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, lymph nodes of head, face, and neck",Hodgkins granulom head,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, intrathoracic lymph nodes",Hodgkins granulom thorax,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, intra-abdominal lymph nodes",Hodgkins granulom abdom,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, lymph nodes of axilla and upper limb",Hodgkins granulom axilla,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, lymph nodes of inguinal region and lower limb",Hodgkins granulom inguin,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, intrapelvic lymph nodes",Hodgkins granulom pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, spleen",Hodgkins granulom spleen,32,2015,,
Hemato-oncologist,"Hodgkin's granuloma, lymph nodes of multiple sites",Hodgkins granulom mult,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, unspecified site, extranodal and solid organ sites",Hdgk src unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, lymph nodes of head, face, and neck",Hodgkins sarcoma head,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, intrathoracic lymph nodes",Hodgkins sarcoma thorax,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, intra-abdominal lymph nodes",Hodgkins sarcoma abdom,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, lymph nodes of axilla and upper limb",Hodgkins sarcoma axilla,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, lymph nodes of inguinal region and lower limb",Hodgkins sarcoma inguin,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, intrapelvic lymph nodes",Hodgkins sarcoma pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, spleen",Hodgkins sarcoma spleen,32,2015,,
Hemato-oncologist,"Hodgkin's sarcoma, lymph nodes of multiple sites",Hodgkins sarcoma mult,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, unspecified site, extranodal and solid organ sites",Lym-hst unsp xtrndl orgn,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of head, face, and neck",Hodg lymph-histio head,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrathoracic lymph nodes",Hodg lymph-histio thorax,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, intra-abdominal lymph nodes",Hodg lymph-histio abdom,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of axilla and upper limb",Hodg lymph-histio axilla,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of inguinal region and lower limb",Hodg lymph-histio inguin,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, intrapelvic lymph nodes",Hodg lymph-histio pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, spleen",Hodg lymph-histio spleen,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic-histiocytic predominance, lymph nodes of multiple sites",Hodg lymph-histio mult,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, unspecified site, extranodal and solid organ sites",Ndr sclr unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, lymph nodes of head, face, and neck",Hodg nodul sclero head,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, intrathoracic lymph nodes",Hodg nodul sclero thorax,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, intra-abdominal lymph nodes",Hodg nodul sclero abdom,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, lymph nodes of axilla and upper limb",Hodg nodul sclero axilla,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, lymph nodes of inguinal region and lower limb",Hodg nodul sclero inguin,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, intrapelvic lymph nodes",Hodg nodul sclero pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, spleen",Hodg nodul sclero spleen,32,2015,,
Hemato-oncologist,"Hodgkin's disease, nodular sclerosis, lymph nodes of multiple sites",Hodg nodul sclero mult,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, unspecified site, extranodal and solid organ sites",Mxd celr unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, lymph nodes of head, face, and neck",Hodgkins mix cell head,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, intrathoracic lymph nodes",Hodgkins mix cell thorax,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, intra-abdominal lymph nodes",Hodgkins mix cell abdom,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, lymph nodes of axilla and upper limb",Hodgkins mix cell axilla,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, lymph nodes of inguinal region and lower limb",Hodgkins mix cell inguin,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, intrapelvic lymph nodes",Hodgkins mix cell pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, spleen",Hodgkins mix cell spleen,32,2015,,
Hemato-oncologist,"Hodgkin's disease, mixed cellularity, lymph nodes of multiple sites",Hodgkins mix cell mult,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, unspecified site, extranodal and solid organ sites",Lym dplt unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, lymph nodes of head, face, and neck",Hodg lymph deplet head,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, intrathoracic lymph nodes",Hodg lymph deplet thorax,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, intra-abdominal lymph nodes",Hodg lymph deplet abdom,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, lymph nodes of axilla and upper limb",Hodg lymph deplet axilla,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, lymph nodes of inguinal region and lower limb",Hodg lymph deplet inguin,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, intrapelvic lymph nodes",Hodg lymph deplet pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, spleen",Hodg lymph deplet spleen,32,2015,,
Hemato-oncologist,"Hodgkin's disease, lymphocytic depletion, lymph nodes of multiple sites",Hodg lymph deplet mult,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, unspecified site, extranodal and solid organ sites",Hdgk dis unsp xtrndl org,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, lymph nodes of head, face, and neck",Hodgkins dis NOS head,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, intrathoracic lymph nodes",Hodgkins dis NOS thorax,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, intra-abdominal lymph nodes",Hodgkins dis NOS abdom,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, lymph nodes of axilla and upper limb",Hodgkins dis NOS axilla,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, lymph nodes of inguinal region and lower limb",Hodgkins dis NOS inguin,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, intrapelvic lymph nodes",Hodgkins dis NOS pelvic,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, spleen",Hodgkins dis NOS spleen,32,2015,,
Hemato-oncologist,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites",Hodgkins dis NOS mult,32,2015,,
Hemato-oncologist,"Nodular lymphoma, unspecified site, extranodal and solid organ sites",Ndlr lym unsp xtrndl org,32,2015,,
Hemato-oncologist,"Nodular lymphoma, lymph nodes of head, face, and neck",Nodular lymphoma head,32,2015,,
Hemato-oncologist,"Nodular lymphoma, intrathoracic lymph nodes",Nodular lymphoma thorax,32,2015,,
Hemato-oncologist,"Nodular lymphoma, intra-abdominal lymph nodes",Nodular lymphoma abdom,32,2015,,
Hemato-oncologist,"Nodular lymphoma, lymph nodes of axilla and upper limb",Nodular lymphoma axilla,32,2015,,
Hemato-oncologist,"Nodular lymphoma, lymph nodes of inguinal region and lower limb",Nodular lymphoma inguin,32,2015,,
Hemato-oncologist,"Nodular lymphoma, intrapelvic lymph nodes",Nodular lymphoma pelvic,32,2015,,
Hemato-oncologist,"Nodular lymphoma, spleen",Nodular lymphoma spleen,32,2015,,
Hemato-oncologist,"Nodular lymphoma, lymph nodes of multiple sites",Nodular lymphoma mult,32,2015,,
Hemato-oncologist,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",Mycs fng unsp xtrndl org,32,2015,,
Hemato-oncologist,"Mycosis fungoides, lymph nodes of head, face, and neck",Mycosis fungoides head,32,2015,,
Hemato-oncologist,"Mycosis fungoides, intrathoracic lymph nodes",Mycosis fungoides thorax,32,2015,,
Hemato-oncologist,"Mycosis fungoides, intra-abdominal lymph nodes",Mycosis fungoides abdom,32,2015,,
Hemato-oncologist,"Mycosis fungoides, lymph nodes of axilla and upper limb",Mycosis fungoides axilla,32,2015,,
Hemato-oncologist,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",Mycosis fungoides inguin,32,2015,,
Hemato-oncologist,"Mycosis fungoides, intrapelvic lymph nodes",Mycosis fungoides pelvic,32,2015,,
Hemato-oncologist,"Mycosis fungoides, spleen",Mycosis fungoides spleen,32,2015,,
Hemato-oncologist,"Mycosis fungoides, lymph nodes of multiple sites",Mycosis fungoides mult,32,2015,,
Hemato-oncologist,"Sezary's disease, unspecified site, extranodal and solid organ sites",Szry dis unsp xtrndl org,32,2015,,
Hemato-oncologist,"Sezary's disease, lymph nodes of head, face, and neck",Sezary's disease head,32,2015,,
Hemato-oncologist,"Sezary's disease, intrathoracic lymph nodes",Sezary's disease thorax,32,2015,,
Hemato-oncologist,"Sezary's disease, intra-abdominal lymph nodes",Sezary's disease abdom,32,2015,,
Hemato-oncologist,"Sezary's disease, lymph nodes of axilla and upper limb",Sezary's disease axilla,32,2015,,
Hemato-oncologist,"Sezary's disease, lymph nodes of inguinal region and lower limb",Sezary's disease inguin,32,2015,,
